Never realized how very attractive @jameyjasta is . Probably helped that he finally got rid of all that facial hair ;p,"['hair', 'attractive', '@jameyjasta', 'realized', 'rid', 'facial']",test/tweet.test.tok.en-214.txt
@TakeMeDownCHRIS LMFAO !!! you a fool i swear,"['fool', 'swear', '@TakeMeDownCHRIS']",test/tweet.test.tok.en-200.txt
#Celtics looking pretty beasty this year I'm predicting a championship run . Ps my nigga @KingJames still the man .,"['#Celtics', 'pretty', 'championship', 'nigga', 'run', 'man', 'predicting']",test/tweet.test.tok.en-228.txt
RT @Lovefranny #teamgreen !,"['!', '#teamgreen']",test/tweet.test.tok.en-360.txt
:(((,[':((('],test/tweet.test.tok.en-406.txt
today has been a great day . Did I tweet about it once ? nope ...,"['today', 'tweet', 'great', 'day']",test/tweet.test.tok.en-412.txt
"FB "" philip christovale","['philip', 'christovale']",test/tweet.test.tok.en-374.txt
now what i do hate is for a man to think its okay to ask me for money @NITTIBEATZ #niggaplz,"['money', 'ask', 'hate', 'man', '#niggaplz']",test/tweet.test.tok.en-89.txt
Half of small companies expect staff theft : survey http://ow.ly/2ZYns,"['small', 'expect', 'companies', 'staff', 'theft']",test/tweet.test.tok.en-348.txt
Andrew McNulty passes to Connor Alberhasky for a 29 yard gain . City high on the 29 yard line,"['yard', 'passes', 'Andrew', 'McNulty', '29', 'Alberhasky', 'Connor']",test/tweet.test.tok.en-62.txt
"âSuccess is not the key to happiness . Happiness is the key to success . If you love what you are doing , you will ... http://fb.me/LtIZ8S2N","['love', 'happiness', 'success', 'key']",test/tweet.test.tok.en-76.txt
Purple and gold everything,['Purple'],test/tweet.test.tok.en-162.txt
@contraddiction did it really snow ? You can't blame that on me ... I didn't even do anything while I was in Utah .,"['snow', 'blame', 'Utah', 'really']",test/tweet.test.tok.en-176.txt
RT @SeaShepherd : Massacre at the Cove - http://bit.ly/9kU2LT #seashepherd #thecove,"['#seashepherd', 'Cove', 'Massacre']",test/tweet.test.tok.en-189.txt
RT @JAEMILLZ100 : @DreOnSum10 who you like den G,"['like', 'who']",test/tweet.test.tok.en-188.txt
13 hour day . Fin .,"['13', 'hour', 'day']",test/tweet.test.tok.en-177.txt
Ju5t woke up ........ got the blunt ready 2 b #FiredUp 5o you know it'5 #WakeNBake time !!,"['woke', 'ready', 'blunt', '#FiredUp', 'Ju5t', 'time', '#WakeNBake']",test/tweet.test.tok.en-163.txt
@ohshititssam * wakes up to you ripping my clothes off and prepares myself for the rape *,"['rape', 'wakes', 'prepares', 'ripping', 'clothes']",test/tweet.test.tok.en-77.txt
@MacTalian Good Morning Mikey Baby :D lol ! * hugs & kisses yeah cheek *,"['Morning', 'hugs', 'kisses', 'Baby', 'Good', 'Mikey']",test/tweet.test.tok.en-63.txt
Tree down right across bridge . Must turn around .,"['Tree', 'right', 'bridge', 'turn']",test/tweet.test.tok.en-88.txt
@paulscheer why were you fired,"['fired', '@paulscheer']",test/tweet.test.tok.en-349.txt
Miami is only down by 6 . Let's see how this 4th quarter unfolds ...,"['Miami', 'quarter']",test/tweet.test.tok.en-413.txt
@_TheRealYJ Fasho main . Stay up .,['Stay'],test/tweet.test.tok.en-375.txt
""" That's what we call yeah ... """,['call'],test/tweet.test.tok.en-361.txt
Benadryl put my ass put like goodnight !,"['ass', 'goodnight', 'Benadryl', 'put']",test/tweet.test.tok.en-407.txt
"RT @grasmeyer : "" Because our software is worth the price I charge . "" Great perspective on the Mac App Store by @kevinhoctor http://bit.ly/ ...","['App', 'Great', 'charge', 'software', '@grasmeyer', 'price', 'Store', 'perspective', 'Mac', 'worth']",test/tweet.test.tok.en-229.txt
@iGetReTaRdCheKz I vote girl !,"['girl', 'vote']",test/tweet.test.tok.en-201.txt
RT @unjazmynlike : i spend more time at this table than in my own apartment .,"['own', 'spend', 'time', 'table', 'apartment']",test/tweet.test.tok.en-215.txt
Years of pounding ... RT @iPEPPAH @iMekele you'll be okay . I didn't feel a thing,"['Years', '@iMekele', 'feel', 'pounding', 'thing']",test/tweet.test.tok.en-239.txt
"Lamar Gonna get some tonite huh . he got a ring , and the win . So he might as well !!","['Lamar', 'ring', 'tonite', 'win']",test/tweet.test.tok.en-211.txt
@ShellannaJ oo alright so basically its worth it ? fuck it ! how long did it last,"['last', 'fuck', 'worth']",test/tweet.test.tok.en-205.txt
Some people are just unrealiable .,"['people', 'unrealiable']",test/tweet.test.tok.en-9.txt
""" rolling ' with the homiessssssssss "" #clueless","['the', '#clueless']",test/tweet.test.tok.en-98.txt
@top10seo Savvis Delivers Year-over-Year Revenue Growth of 13% and Adjusted EBITDA Growth of 17% for Thir ... http://bit.ly/baupGs #top10seo,"['Delivers', 'Year-over-Year', '13%', 'Growth', 'Savvis', 'Revenue', 'Thir']",test/tweet.test.tok.en-359.txt
6 tips to save gas & 10 tips to keep the environment and your vehicle on the green side . http://fb.me/MVpc40mo,"['environment', 'side', 'green', 'save', 'gas', 'tips', 'vehicle']",test/tweet.test.tok.en-403.txt
Happy birthday cuzzo @icee_MONROE,"['birthday', 'Happy', 'cuzzo']",test/tweet.test.tok.en-365.txt
@jhurdles09 where the fuck you work at ?,"['work', 'fuck']",test/tweet.test.tok.en-371.txt
@jojo_9030 I was legitimate about to before I saw the release date of Ss's new album . Hahaha,"['date', 'new', 'album', 'release', ""Ss's""]",test/tweet.test.tok.en-417.txt
lmao ... s/o to the cool ass asian officer 4 #1 not running my license and #2 not taking dru boo to jail . Thank you God . #amen,"['boo', 'officer', 'dru', 'cool', 'asian', 'jail']",test/tweet.test.tok.en-67.txt
The Halloween theme song makes me giggle .,"['song', 'giggle', 'theme', 'Halloween']",test/tweet.test.tok.en-73.txt
I love starting my day off right,"['love', 'right', 'starting', 'day']",test/tweet.test.tok.en-167.txt
â @StonieMONSTER : Now following @Dee_DeLaGhetto â lmao are you high ?,['high'],test/tweet.test.tok.en-173.txt
UN Votes Against U.S. Embargo on Cuba for 19th Year http://r.einnews.com/kdTqUB,"['Cuba', 'Embargo', 'U.S.', 'Year', 'Votes']",test/tweet.test.tok.en-198.txt
Everytime i send a text message i said '' leggo '',"['leggo', 'text', 'message']",test/tweet.test.tok.en-199.txt
Joe Stanganelli - C-Suiters Out of Touch With Social Media http://www.internetevolution.com/author.asp?section_id=1087,"['Social', 'Joe', 'C-Suiters', 'Stanganelli', 'Media', 'Touch']",test/tweet.test.tok.en-172.txt
@missriahdavis right lol,"['@missriahdavis', 'lol', 'right']",test/tweet.test.tok.en-166.txt
"5 Course Tasting Menu @ the Culinary Institute , evening of Donaudy Songs , + 2 musical options 2night in Jersey City . http://bit.ly/aoFyID","['Donaudy', 'Culinary', 'Tasting', 'City', 'Institute', 'Menu', 'Songs', 'Jersey', 'Course']",test/tweet.test.tok.en-72.txt
"@KJFrederick K , so your sarcastic yes ? Seguins a FA . lol I can never tell tone online man .","['tone', 'tell', 'online', 'Seguins', 'sarcastic']",test/tweet.test.tok.en-66.txt
What do you think of the New MySpace ? http://ht.ly/30hL9,"['New', 'MySpace']",test/tweet.test.tok.en-370.txt
#NP Young Jeezy @YoungJeezy Ft Birdman @BIRDMAN5STAR & Bun B @BunBTrillOG - My Tool http://t.co/8yp42yR,"['Young', 'Bun', 'Jeezy', 'Birdman', 'Tool']",test/tweet.test.tok.en-416.txt
RT @biyl : God Never Sleep ! always #prayforindonesia,"['Sleep', 'God', '#prayforindonesia']",test/tweet.test.tok.en-402.txt
RT @StephenAtHome : George Soros wants to legalize pot . I guess he's so rich that he's completely run out of legal things to buy .,"['George', 'pot', 'buy', 'things', 'rich', 'legalize', 'Soros']",test/tweet.test.tok.en-364.txt
@vicckiee Yea I saw that on my dashboard & was like whoa ! Yes I would give them all away to him .,"['@vicckiee', 'dashboard']",test/tweet.test.tok.en-99.txt
"RT @lightakari : #Sexstrology Security and protection are more important to a Capricorn woman than passion , lavish gifts , or words of fla ...","['important', 'Capricorn', 'woman', '#Sexstrology', 'protection', 'Security']",test/tweet.test.tok.en-358.txt
RT @HuffPostCollege : The Lowdown On Four Loko : 10 Reasons Not To Drink Liquid Crack ( as if you need them ) http://huff.to/aQ8vFr,"['Liquid', 'Loko', 'Lowdown', 'Reasons', 'Drink', 'Crack']",test/tweet.test.tok.en-8.txt
@BennsWorld awwwwwwwwwwwwwwwwwwwww î,"['î\x90\x93', 'awwwwwwwwwwwwwwwwwwwww', '@BennsWorld']",test/tweet.test.tok.en-204.txt
Sucks for miley !!! Her parents filed a divorce,"['Sucks', 'miley', 'divorce', 'parents']",test/tweet.test.tok.en-210.txt
RT @joejonas : #prayforindonesia so sad,"['sad', '#prayforindonesia']",test/tweet.test.tok.en-238.txt
@fuelevandown but why can't I be one I want ? Lol instead its a crap load of douches,"['crap', 'load', 'douches', 'want']",test/tweet.test.tok.en-206.txt
Hey there pretty version of me . . . : http://yearbook.com/a/pe81j,"['pretty', 'version']",test/tweet.test.tok.en-212.txt
Just entered the @ZAGGdaily 12 Weeks of Christmas . This week's prizes : 10 Nintendo Wiis - http://zagg.to/santa,"['Christmas', 'Nintendo', 'Wiis', 'prizes', 'entered', ""week's""]",test/tweet.test.tok.en-428.txt
oh well- thank god for Suz right ^_^,"['Suz', 'right', 'god']",test/tweet.test.tok.en-414.txt
Arranging a bunch of Animal Crossing music for clarinet and putting them on another part of the site . You'll have to search to find them .,"['site', 'search', 'music', 'Animal', 'find', 'Arranging', 'Crossing', 'clarinet']",test/tweet.test.tok.en-372.txt
This 21st birthday is the worst birthday I have EVER had !!!!!,['birthday'],test/tweet.test.tok.en-366.txt
@David_Ealy lol ! Yep it's cold here,['cold'],test/tweet.test.tok.en-400.txt
@fiteraahR hy ! :),"['@fiteraahR', ':)']",test/tweet.test.tok.en-399.txt
@agathagritte9 D3130,['D3130'],test/tweet.test.tok.en-58.txt
Going to the wedding planners at The Grand Floridian with @jamesmmnelson ! Eek !,"['Grand', 'Floridian', 'wedding', 'planners']",test/tweet.test.tok.en-70.txt
She looks great ! RT @iNewYorker : OMG ! WHAT THE FUCK IS THAT --- > http://twitpic.com/30vx7s,"['looks', 'great', '>']",test/tweet.test.tok.en-64.txt
RT @Justin_Boots : Want a Fool's Gold poster signed by Matthew McConaughey & new Justin Boots ? Tweet #justin50 to enter ! Rules here : http ...,"[""Fool's"", 'McConaughey', 'Boots', 'Matthew', 'signed', 'Justin', 'poster']",test/tweet.test.tok.en-158.txt
Gutted : Hillary Duff lost a tooth . On her wedding day ! - http://newzfor.me/?9er3,"['Duff', 'Hillary', 'lost', 'wedding', 'day', 'tooth']",test/tweet.test.tok.en-170.txt
"Paul Pierce's back hurts . So that means , he's gonna throw down a triple pump tomahawk dunk later in the 4th .","['dunk', 'hurts', 'throw', 'pump', 'Paul', ""Pierce's"", 'tomahawk']",test/tweet.test.tok.en-164.txt
At three square to make backpacks for kids with #astdlv ! Woot !,"['square', '#astdlv', 'backpacks', 'make']",test/tweet.test.tok.en-165.txt
Oh .. For those that are confused .. The rice absorbs the water from your phone .. like drys it out .. don't ask how or why just know it does lol,"['confused', 'phone', 'absorbs', 'rice', 'water']",test/tweet.test.tok.en-171.txt
"@AriannyCeleste hi arianny- it's my birthday today , can I get a shout out ?","['birthday', 'shout']",test/tweet.test.tok.en-159.txt
@Jay_Kartez where you at !,['@Jay_Kartez'],test/tweet.test.tok.en-65.txt
#shoutout to @Baby_thug2011 !!! #tfb #teamfollowback,"['to', '#teamfollowback', '#tfb']",test/tweet.test.tok.en-71.txt
"@tennillemonique Girl , I can't tell you about my obsession on Twitter . I'll have to tell you later .","['tell', 'Twitter', 'obsession']",test/tweet.test.tok.en-398.txt
Even we go for a reatreat we're still going to have fun . oh yes we are :),"['reatreat', 'fun']",test/tweet.test.tok.en-59.txt
My baby's here ; hopefully he'll take care of me ; #sicktweet,"['take', ""baby's"", 'care']",test/tweet.test.tok.en-367.txt
Subby Dubby Doo is too cute for life ommggggg <3 love,"['love', 'too', 'Dubby', 'cute']",test/tweet.test.tok.en-401.txt
"S/O to @ wildboyclothing and all the artists , musicians , friends , family and community members who came out to #dosomethingwildvote","['artists', '#dosomethingwildvote', 'members', 'musicians', 'wildboyclothing', 'family', 'community', 'friends', 'who']",test/tweet.test.tok.en-415.txt
@gchance seriously ? how ?,"['how', 'seriously']",test/tweet.test.tok.en-373.txt
Girls this nigga right here #twitterafterdark http://bit.ly/aWIPZk,"['nigga', 'right', 'Girls']",test/tweet.test.tok.en-429.txt
It's good to be responsible but I hate that I'm TOOO responsible . I'm on math tutorings and I don't even have a matt test tomorrow,"['test', 'tutorings', 'matt', 'tomorrow', 'hate', 'math', 'good']",test/tweet.test.tok.en-213.txt
@_SoDamnGood_ why thank you .. :D you bastard .,['bastard'],test/tweet.test.tok.en-207.txt
@J_Cofield_TIC nobody lol : 0 ),"['lol', 'nobody']",test/tweet.test.tok.en-260.txt
@MarciandreA good loc !,"['@MarciandreA', 'good']",test/tweet.test.tok.en-274.txt
cnt wait to sleep,"['sleep', 'wait']",test/tweet.test.tok.en-248.txt
RT @SharminUltra : #howcome the prettiest people do the ugliest things ?,"['@SharminUltra', 'things', 'ugliest', 'people']",test/tweet.test.tok.en-472.txt
"You're inconsiderate , a bitch , nosy , and I don't have time for you .","['nosy', 'inconsiderate', 'time']",test/tweet.test.tok.en-314.txt
everyone talking about the celtics & I'm sitting here lost . luckily I don't care much for basketball .,"['basketball', 'celtics', 'lost', 'talking', 'care']",test/tweet.test.tok.en-300.txt
RT @boiypr : [ SDS ] !! favorite song new album @Lylatheband hehe *,"['song', 'new', 'album', 'favorite']",test/tweet.test.tok.en-466.txt
Macdonalds are #cheapasses I ask for a lot of mcChicken sauce and they give me 2 what if I asked for little ill probably get a 1/2 of one !!,"['Macdonalds', '#cheapasses', 'mcChicken', 'sauce', 'little']",test/tweet.test.tok.en-328.txt
You're welcome . THANK ME WHEN YOU WIPE YOUR ASSES Washington D.C. ASSHOLES SHIT DRIVING FUCKS ! (@ Costco Wholesale ) http://4sq.com/qPmNI,"['Costco', 'Wholesale', 'Washington', 'DRIVING']",test/tweet.test.tok.en-16.txt
"wisely unsent gmail draft from just now had subject line : "" [ person's name ] crush affirmation "" and body : link to a tweet #smittenontwitter","['gmail', 'crush', 'subject', 'line', 'draft', 'unsent', 'affirmation']",test/tweet.test.tok.en-499.txt
I favorited a YouTube video -- Bailey Brooks and Raylene at the xPeeps Smash Pictures p ... http://youtu.be/O5Yj3BzkgB4?a,"['Pictures', 'Brooks', 'xPeeps', 'Smash', 'Raylene', 'video', 'Bailey', 'YouTube']",test/tweet.test.tok.en-116.txt
@masdumas Ping . Talk to me .,"['@masdumas', 'Talk']",test/tweet.test.tok.en-102.txt
rt @QuitaBoo_ Since I'm out the loop with the GEMS * hair flips all around * lls << what do you mean out of the loop ? wachu talking about Willis ?,"['hair', 'Willis', 'mean', 'flips']",test/tweet.test.tok.en-103.txt
#psd Data Entry CAPTCHA WORK with good rates by bipashasharma29 : We back with some captcha servers regular images ... http://bit.ly/apTkEK,"['some', 'Entry', 'images', 'servers', 'captcha', 'rates', 'Data', 'good']",test/tweet.test.tok.en-117.txt
I hate the Heat . (:,"['Heat', 'hate']",test/tweet.test.tok.en-498.txt
RT @MichelleWidjya : have a nice flight my beloved sister ce @rindaferonika :),"['flight', 'beloved', 'nice', 'sister']",test/tweet.test.tok.en-17.txt
RT @UWSportsNews Men's Soccer Goal Highlight Video : Check out the newest video of some of the am ... http://bit.ly/bABShU http://bit.ly/kOY0X,"['Goal', 'Highlight', 'Soccer', 'video', 'newest', ""Men's""]",test/tweet.test.tok.en-329.txt
Goodmorning @Princessnish @Clotta22 @T2Tay75 @Tab_28 @Princezzcutz @BeautyIsE @MissCoxNorris @SummerzGRT @AtsLady @SpaceTruckaR,['Goodmorning'],test/tweet.test.tok.en-301.txt
Ha this fu !! Shit . .,['Shit'],test/tweet.test.tok.en-467.txt
always #PrayForIndonesia,"['#PrayForIndonesia', 'always']",test/tweet.test.tok.en-473.txt
@docevans23 lmao ! I couldn't resist ! Sorry ... lol,"['resist', 'Sorry']",test/tweet.test.tok.en-315.txt
@Kandi_CoatdKRI you really was,"['was', '@Kandi_CoatdKRI', 'really']",test/tweet.test.tok.en-249.txt
RT @BadASSQuin This fantasia bowl hair cut that supposed to be in style KILL IT !! #fail << PLZ !! lol,"['fantasia', 'hair', 'cut', 'lol', 'style', 'bowl']",test/tweet.test.tok.en-275.txt
"Getting ready for Saturday night , have to start getting into character now ! http://www.wikihow.com/Be-a-Flapper-Girl","['character', 'ready', 'night', 'start', 'Saturday']",test/tweet.test.tok.en-261.txt
My twitter is messed up !,"['messed', 'twitter']",test/tweet.test.tok.en-277.txt
Beat Fable 3 with flying colors . Now to be a bit more extreme,"['Fable', 'Beat', 'colors', 'extreme']",test/tweet.test.tok.en-263.txt
Being told you interview well is one of the best compliments .,"['compliments', 'told', 'well', 'interview']",test/tweet.test.tok.en-288.txt
@PRETTY_iN_TiNK lol,['lol'],test/tweet.test.tok.en-465.txt
every things change ..,"['change', 'things']",test/tweet.test.tok.en-303.txt
RT @KelliMonster : Sear's Christmas commercial ? What ? Can we have Halloween and Thanksgiving first please ?,"[""Sear's"", 'commercial', 'Christmas', 'please', 'Halloween', 'Thanksgiving']",test/tweet.test.tok.en-317.txt
BRICK STRONG . RIP EVAN . <3,['<3'],test/tweet.test.tok.en-471.txt
Pissed,['Pissed'],test/tweet.test.tok.en-459.txt
Lets go Lakers,['Lakers'],test/tweet.test.tok.en-15.txt
@VEVELADY (((((((((((((((((((((((((((((((( : http://tinychat.com/keyscorner,"[':', 'http://tinychat.com/keyscorner']",test/tweet.test.tok.en-29.txt
"@jcm089 http://bit.ly/9Dv5sQ OBTS http://bit.ly/d8RwDw short sequal to OBTS http://bit.ly/9jB60g Hit & Run , it's a Bella/Alistair . Very good","['Bella/Alistair', 'good']",test/tweet.test.tok.en-101.txt
@OhAshleyMarieee ima jump in this :) toooo funny ! ha,"['funny', '@OhAshleyMarieee', 'jump']",test/tweet.test.tok.en-115.txt
Lamar,['Lamar'],test/tweet.test.tok.en-129.txt
You are my sunshine,['sunshine'],test/tweet.test.tok.en-128.txt
@joehall which producer,"['@joehall', 'producer']",test/tweet.test.tok.en-114.txt
RT @_LadyyQ #FreeQue,"['RT', '#FreeQue']",test/tweet.test.tok.en-100.txt
WTF happened to #LimeWire ????,"['#LimeWire', 'to', '????']",test/tweet.test.tok.en-28.txt
RT @philpringle : Fear not for I am with you says the Lord http://twitpic.com/31dlg9,"['Lord', 'Fear', 'says']",test/tweet.test.tok.en-14.txt
"Leave it to obama to approve dadt . Honestly , I knew that he wasn't going to do as he led us to believe .","['obama', 'Leave', 'believe']",test/tweet.test.tok.en-458.txt
RT @MARLONLWAYANS : Somebody tell sasha vulecic to finish his damn rosetta stone english cds,"['vulecic', 'cds', 'rosetta', 'english', 'finish', 'sasha', 'stone']",test/tweet.test.tok.en-316.txt
Chicken Kitchen how is your food so good and all your employees so apathetic and rude . I will never get this .,"['rude', 'Kitchen', 'apathetic', 'Chicken', 'employees', 'good', 'food']",test/tweet.test.tok.en-470.txt
Hey guys .. great job decorating the balconies ! Keep up the good work . Remember you have a few days left until we ... http://fb.me/D7jpnZv5,"['balconies', 'decorating', 'job', 'great']",test/tweet.test.tok.en-464.txt
@kriStenALesE09 she ugly aha .,['ugly'],test/tweet.test.tok.en-302.txt
"Vintage Venesha 80% Angora Sweater , Sage Green , Size Small http://tinyurl.com/262adme at Bonanza .","['Sweater', 'Small', 'Bonanza', 'Size', 'Venesha', 'Sage', 'Angora', 'Green', 'Vintage']",test/tweet.test.tok.en-289.txt
@ShowOut_Havy : â @ShowOut_Malc : Southside they outside . On they knees with they mouth wideâ ( / gzz must be drunk for saying that shit realrap,"['with', 'mouth', 'knees', 'Southside']",test/tweet.test.tok.en-262.txt
i'm so hungry,['hungry'],test/tweet.test.tok.en-276.txt
RT @ChelseaxMaraj : When I die hope I live in the sky .,"['sky', 'die', 'hope', '@ChelseaxMaraj', 'live']",test/tweet.test.tok.en-272.txt
Who got a scantron and your around PAB ???,"['scantron', 'a']",test/tweet.test.tok.en-500.txt
@jenjen_tx lol good ! nothing wrong with that :),"['good', 'wrong']",test/tweet.test.tok.en-266.txt
It Gets Better ... Chief Chick Chatter http://t.co/tl2HeqU,"['Chief', 'Chick', 'Chatter']",test/tweet.test.tok.en-299.txt
SECRET ADMIRER ! :D,[':D'],test/tweet.test.tok.en-448.txt
"It's snowy in SLC , but still warm + sunny down southâThe Inn at Entrada offers ceremonies with red rock views : http://bit.ly/9IqEM8 #WiW #WW","['#WW', 'Entrada', 'rock', 'with', 'warm', 'sunny', 'snowy']",test/tweet.test.tok.en-306.txt
RT @lilduval : Got damn Janet Jackson got a fat ass . Is it real ? Nevermind I don't care if it ain't,"['ass', 'damn', 'Janet', 'fat', 'Jackson', 'real']",test/tweet.test.tok.en-460.txt
@GreenEyezzzzz TJ thanks now I have that song in my head and visions of my 80s younger self dancing to that,"['song', 'head', 'dancing', 'younger', 'visions', '80s']",test/tweet.test.tok.en-474.txt
Brb . Gotta take some more things off mii phone ...,"['phone', 'things']",test/tweet.test.tok.en-312.txt
i aint worried about you -- i know you're strong,"['strong', 'worried']",test/tweet.test.tok.en-38.txt
@kristenmchugh22 @nerdsinbabeland I'm actually a HUGE Harley Quinn fan . She's my favorite Gotham gal,"['fan', 'Gotham', 'gal', 'Quinn', 'favorite']",test/tweet.test.tok.en-10.txt
Then Brooks .,['Brooks'],test/tweet.test.tok.en-138.txt
@IHeartNicole Smells like body odor ! And the second floor smells like pee lol,"['pee', 'smells', 'like', 'odor', 'body', 'floor', 'second']",test/tweet.test.tok.en-104.txt
@kemishamonae lmao,"['@kemishamonae', 'lmao']",test/tweet.test.tok.en-110.txt
"RT @56forfreedom : If #JuanWilliams had said that white Christians in hunting camouflage made him nervous , he'd still be working for @NPR ...","['Christians', '#JuanWilliams', 'white', 'nervous', 'working', 'camouflage', 'hunting']",test/tweet.test.tok.en-111.txt
Today . Please be over soon . Thanks .,"['Thanks', 'Please']",test/tweet.test.tok.en-105.txt
Change in direction . New goal : Reach Friday Alive . Caffeine : Off . Sleep : On,"['New', 'Reach', 'goal', 'Friday', 'Alive', 'Change', 'Caffeine', 'direction']",test/tweet.test.tok.en-139.txt
RT @lilduval A waitress in the strip club ain't nothing but a stripper with a apron <- Ha ! @MayaKisseZ,"['strip', 'waitress', 'club', 'apron', 'stripper']",test/tweet.test.tok.en-11.txt
"Kanye West's "" Runaway "" Movie is on VH1 right Now , its good !... FACT !","['Movie', 'Kanye', 'good', 'VH1']",test/tweet.test.tok.en-39.txt
Fake weak music makers irritate my ear,"['music', 'Fake', 'makers', 'irritate', 'ear', 'weak']",test/tweet.test.tok.en-475.txt
@Yo2PrettySWEET lol i guesssss,"['i', 'guesssss']",test/tweet.test.tok.en-313.txt
Anyone want to video chat ? Join my chatroom with 20 other people http://tinychat.com/THEJOKers,"['chat', 'Join', 'chatroom', 'video', 'people']",test/tweet.test.tok.en-307.txt
@t_ripley good afternoon smoking aces,"['afternoon', 'smoking', 'good']",test/tweet.test.tok.en-461.txt
"Just saying "" Stop it 5 "" to @BrittanyDasani off #GP #stopit5","['Stop', '@BrittanyDasani', 'saying', '#stopit5']",test/tweet.test.tok.en-449.txt
Arabian's timey . Whfft I wish I born to be an arabian . Like @fardeyl LOLOLOLOL : 3,"[""Arabian's"", 'born', 'timey', '@fardeyl', 'arabian']",test/tweet.test.tok.en-298.txt
Columbus ' airport has gatekeeper-free wifi & tons of electric outlets . Cincinnati's charges for both . Surprised they don't have pay toilets .,"['wifi', 'charges', 'electric', ""Cincinnati's"", 'outlets', 'gatekeeper-free']",test/tweet.test.tok.en-267.txt
@woogis Move down here . It's doing absolutely nothing . We barely got rain .,['rain'],test/tweet.test.tok.en-273.txt
Obama Drops ' Creator ' From Declaration Again http://t.co/wHyEWm1 via @AddThis #antichristian #endtimes #fb,"['Obama', '#endtimes', 'Declaration', 'Creator']",test/tweet.test.tok.en-259.txt
im hot as hell ... wooo,"['hot', 'hell']",test/tweet.test.tok.en-265.txt
